id;benutzer;kategorie;prio;sachbearbeiter;datum;titel
1258;benutzer186;andere HW;2;supporter11;07.11.2014 16:36;Zi 304 - PC WS1034
1259;benutzer51;andere HW;2;supporter10;10.11.2014 08:38;PC Raum 307 in Grenchen
1260;benutzer151;PC-Programm;3;supporter10;10.11.2014 11:07;Zi 911 / Internet-Explorer reagiert nicht mehr
1261;benutzer220;Mail;1;supporter10;10.11.2014 17:34;Zimmerreservierung PC-Raum Pavillon
1262;benutzer31;Lokales Netzwerk;2;supporter2;11.11.2014 08:58;Netzzugriff funktioniert nicht
1263;benutzer131;Anderes Tool;2;supporter10;11.11.2014 10:41;Outlook/Reservation PC-Raum
1264;benutzer108;Mail;3;supporter10;12.11.2014 09:37;Schulkalender auf Smartphone
1265;benutzer145;Windows;1;supporter11;12.11.2014 16:25;Word
1266;benutzer131;Personalcomputer;2;supporter11;13.11.2014 08:07;GISO_M2_07
1267;benutzer84;andere HW;1;supporter11;13.11.2014 08:47;Zimmer 405 - PC 05 und 09
1268;benutzer73;Windows;3;supporter2;13.11.2014 11:27;PC-Nr. 30902 Unvollständiges Aufstarten
1269;benutzer51;andere HW;2;supporter10;14.11.2014 12:55;PC Raum 309 in Grenchen
1271;benutzer190;Personenverwaltung;2;supporter2;14.11.2014 16:23;Account Meier Andreas
1272;benutzer120;andere HW;1;supporter2;17.11.2014 08:25;Zimmer 309 Grenchen
1273;benutzer120;Anderes Tool;3;supporter2;17.11.2014 08:29;Kennwort
1274;supporter14;Internet;3;supporter10;17.11.2014 16:51;Zugriff auf verschiedene Webseiten geht nicht
1275;benutzer60;Lokales Netzwerk;1;supporter2;17.11.2014 23:46;VPN wirft mich oft raus
1276;benutzer131;Personalcomputer;2;supporter11;18.11.2014 09:55;Hänger
1278;benutzer60;Absenztool;3;supporter10;18.11.2014 14:34;Absenzentool extrem langsam
1279;benutzer153;Personalcomputer;3;supporter2;18.11.2014 16:05;PC Zimmer 404 Rosengarten kein Ton
1280;benutzer172;Personalcomputer;2;supporter11;19.11.2014 15:00;CD ROM offen
1281;benutzer172;Drucker;2;supporter10;19.11.2014 16:13;Zimmer 401
1282;benutzer31;Anderes Tool;3;supporter2;20.11.2014 15:45;Clean&Copy
1283;benutzer197;Internet;3;supporter2;24.11.2014 07:43;Internetausfall in Grenchen
1284;benutzer32;Lokales Netzwerk;2;supporter10;24.11.2014 09:20;kein Laufwerk P:\\
1285;supporter6;andere HW;2;supporter10;24.11.2014 13:29;Grenchen Zi 309
1286;benutzer128;Internet;3;supporter10;25.11.2014 07:06;WLAN
1287;benutzer135;Personalcomputer;2;supporter2;25.11.2014 11:46;PCs im Zimmer 205 KBS
1288;benutzer19;Anderes Tool;1;supporter10;26.11.2014 13:21;Schülerkennwort
1289;benutzer4;Personalcomputer;2;supporter11;26.11.2014 13:43;PC GISO_301_01
1290;benutzer172;Windows;1;supporter11;26.11.2014 14:57;Anregung
1291;benutzer169;Internet;2;supporter10;27.11.2014 08:27;Zugriff auf Internetseiten mit Login funktioniert nicht
1294;benutzer153;PC-Programm;2;supporter2;27.11.2014 16:29;Interwrite Workspace funktioniert nicht mehr
1295;benutzer180;PC-Programm;2;supporter11;01.12.2014 09:56;Pavillon PC-Raum
1296;benutzer149;PC-Programm;2;supporter2;02.12.2014 13:30;Schüler-Überwachungsprogramm fehlt
1297;benutzer141;Personalcomputer;2;supporter11;03.12.2014 08:45;Tatatur
1298;benutzer71;Drucker;1;supporter10;03.12.2014 13:38;Emailadresse Drucker
1299;benutzer151;PC-Programm;2;supporter11;04.12.2014 15:02;ZI404 / Programm Schülerkennwort
1300;benutzer40;PC-Programm;2;supporter2;04.12.2014 15:11;DVD Zimmer 402
1301;benutzer60;Windows;2;supporter11;05.12.2014 10:52;Auflösung passt nicht zu Beamer -> kein Bild
1302;benutzer180;PC-Programm;2;supporter10;05.12.2014 13:53;PC-Raum Pavillon
1303;benutzer60;PC-Programm;2;supporter11;09.12.2014 07:45;Kein Java auf Image
1304;benutzer195;Anderes Tool;2;supporter2;09.12.2014 14:30;Psw-Tool
1305;benutzer172;Drucker;3;supporter10;10.12.2014 13:49;Zimmer 405 keine Drucker installiert
1306;supporter5;Windows;1;supporter11;12.12.2014 13:39;PC Zimmer 107 - Profil speichern?
1307;benutzer190;Personenverwaltung;2;supporter2;15.12.2014 08:36;Account Vogt-Bürki Kathrin
1308;benutzer4;Personalcomputer;2;supporter11;16.12.2014 10:42;Zi 405
1309;benutzer190;Personenverwaltung;2;supporter2;17.12.2014 11:25;Account Kuster Conrad
1310;supporter2;Personalcomputer;2;supporter2;17.12.2014 15:52;Neuer PC im Zimmer 105
1311;benutzer180;PC-Programm;2;supporter11;19.12.2014 13:19;Pavillon PC-raum
1312;benutzer60;Drucker;2;supporter10;27.12.2014 15:05;GISO_P14_P1 Offline
1313;benutzer154;Lokales Netzwerk;3;supporter2;05.01.2015 08:09;Netzwerkausfall im 3. Stock
1314;benutzer139;Windows;3;supporter10;05.01.2015 10:27;PC 107 virenverseucht
1315;supporter3;Personalcomputer;2;supporter2;05.01.2015 15:19;Word Dokumente starten mit Open Office
1316;supporter3;andere HW;1;supporter2;05.01.2015 15:21;Info-Display ausser Betrieb
1317;supporter10;andere HW;2;supporter10;05.01.2015 15:24;Info-Display GISO Lehrerzimmer Pavi
1318;benutzer128;Personalcomputer;2;supporter2;05.01.2015 15:59;Defekter PC
1319;benutzer31;Windows;2;supporter2;06.01.2015 09:02;Zi 401 PC 12 startet nicht
1320;benutzer111;PC-Programm;3;supporter2;06.01.2015 18:05;Kein Vision auf Lehrer-PC
1321;benutzer108;Mail;3;supporter10;07.01.2015 18:26;GISO.Schulkalender auf Smartphones 
1322;benutzer51;Windows;3;supporter10;08.01.2015 08:27;Anmeldeserver nicht verfügbar in Zi 207
1323;benutzer190;Personenverwaltung;2;supporter2;08.01.2015 09:16;Austritt Fenten Günter
1324;benutzer172;Windows;2;supporter11;08.01.2015 10:46;Wartungsmodus ausschalten
1325;benutzer148;Windows;2;supporter11;08.01.2015 16:09;American Megatrends...
1326;benutzer172;Windows;2;supporter11;08.01.2015 16:53;PC starten nicht
1327;benutzer153;andere HW;2;supporter2;11.01.2015 14:31;Lautsprecher bleibt stumm
1328;supporter10;andere HW;2;supporter10;12.01.2015 09:47;Monitor Info-Disp. Lehrerzimmer Pavi.
1330;benutzer93;Personalcomputer;1;supporter2;14.01.2015 10:07;defekt / kein PC im Schulhaus 2
1331;benutzer151;Drucker;2;supporter2;14.01.2015 10:34;Fehler Drucker Zi309 GISO
1332;benutzer172;Windows;3;supporter11;14.01.2015 13:51;Zimmer 405
1333;benutzer147;Anderes Tool;3;supporter2;16.01.2015 11:15;Lizenz Interworkspace
1334;benutzer190;Personenverwaltung;3;supporter2;16.01.2015 15:56;Account Soller Claudia
1335;benutzer190;Personenverwaltung;3;supporter2;16.01.2015 15:57;Account Hiltbrunner Urs
1336;benutzer190;Personenverwaltung;3;supporter2;16.01.2015 15:59;Account Bettoni Sandra
1337;benutzer190;Personenverwaltung;3;supporter2;16.01.2015 16:01;Account Kopp André
1338;benutzer190;Personenverwaltung;2;supporter2;16.01.2015 16:04;Account Schütz Thomas
1339;supporter2;andere HW;1;supporter11;19.01.2015 07:39;KBS Solothurn Zi205
1340;benutzer108;Lokales Netzwerk;3;supporter2;19.01.2015 09:13;Berechtigungsvergabe
1341;benutzer226;Anderes Tool;3;supporter10;19.01.2015 14:20;Schülerpasswort ändern
1342;benutzer226;Personalcomputer;1;supporter10;19.01.2015 15:25;GIBSGR 307
1343;benutzer226;Windows;1;supporter10;19.01.2015 15:28;Benutzerprofileinstellungen Vuk Djurinovic oder so
1344;supporter10;andere HW;2;supporter11;20.01.2015 11:05;visualizer im Zi 210
1345;benutzer128;PC-Programm;2;supporter10;20.01.2015 13:54;Passwort zurücksetzen - KBS50207
1346;benutzer131;andere HW;2;supporter11;21.01.2015 16:11;Verbindung Doku-Kamera zum Beamer
1347;benutzer190;Personenverwaltung;3;supporter2;23.01.2015 16:02;Account Hänggi Cédric
1348;benutzer31;PC-Programm;3;supporter2;27.01.2015 14:20;PC's starten nicht Zi 401/311 KBS
1349;benutzer172;andere HW;2;supporter11;28.01.2015 13:43;Zimmer 401
1350;benutzer172;Helpdesktool;2;supporter5;28.01.2015 13:45;Einträge Löschen ?
1351;benutzer51;andere HW;3;supporter10;29.01.2015 11:40;PC Raum 307 in Grenchen
1352;benutzer5;Windows;3;supporter2;15.02.2015 11:22;Omiga-plus Viren
1353;benutzer171;Absenztool;3;supporter5;16.02.2015 09:43;CIS
1354;benutzer169;Personalcomputer;1;supporter10;16.02.2015 10:03;PC starten teilweise nicht mehr 
1355;benutzer153;PC-Programm;3;supporter2;17.02.2015 08:13;Zimmer 409 Rosengarten Kein Image Mate
1356;benutzer132;Absenztool;2;supporter5;17.02.2015 13:30;Zugang KBS
1357;benutzer31;Personalcomputer;3;supporter2;19.02.2015 11:32;Bildschirm-Stromkabel zischt/Display funktioniert nicht
1358;benutzer169;Drucker;3;supporter2;19.02.2015 11:47;Drucken auf unseren Hauptdrucker GIGR 222 finktioniert nicht 
1359;benutzer31;Anderes Tool;3;supporter2;19.02.2015 11:50;Benutzername und PW für neue Lernende
1360;benutzer203;andere HW;2;supporter11;20.02.2015 08:25;Einstellung Fokus 
1361;benutzer60;Personalcomputer;3;supporter2;23.02.2015 11:21;PC 5,12,20 sind unbrauchbar
1362;benutzer60;Personalcomputer;2;supporter2;23.02.2015 14:50;Maus an GISO P03_20 defekt 
1363;benutzer10;Drucker;2;supporter2;25.02.2015 12:14;Büro UO6 Drucker
1364;benutzer172;andere HW;2;supporter2;25.02.2015 14:39;Maus defekt
1365;benutzer148;Windows;2;supporter11;26.02.2015 10:38;PC P03_P24
1366;benutzer172;Windows;3;supporter2;26.02.2015 13:13;DRINGEND: Zimmer 401
1367;benutzer172;Windows;3;supporter2;26.02.2015 13:27;Zimmer 401
1368;benutzer31;andere HW;3;supporter2;02.03.2015 09:40;Maus funktioniert nicht PC 24
1369;supporter2;Personalcomputer;1;supporter2;02.03.2015 14:10;GISO_ARB - PC 01 out of order
1370;benutzer111;Personalcomputer;3;supporter2;02.03.2015 15:02;Zimmer 204
1371;benutzer44;Beamer;3;supporter11;04.03.2015 13:28;Bildqualität Beam
1372;benutzer202;andere HW;2;supporter11;05.03.2015 08:04;Dokumentenkamera Zimmer 004
1373;benutzer38;Personalcomputer;2;supporter11;05.03.2015 11:34;Stick-Steckplätze am PC
1374;supporter6;Drucker;1;supporter11;05.03.2015 13:00;Plotter GIBS Gre
1375;benutzer148;Drucker;1;supporter11;05.03.2015 17:05;hoch
1376;benutzer20;PC-Programm;1;supporter10;06.03.2015 07:53;Hyperlink funtioniert nicht
1377;benutzer116;Windows;2;supporter10;11.03.2015 13:59;Zi 404 pers. Laufwerk 
1378;benutzer111;PC-Programm;2;supporter2;12.03.2015 08:44;Zimmer 204
1380;benutzer20;Mail;2;supporter10;13.03.2015 08:06;Adresslsite Abteilung Gewerbe-Dienstleistung anpassen
1381;benutzer180;andere HW;2;supporter11;16.03.2015 11:20;Bildschirm defekt?
1382;benutzer190;Personenverwaltung;2;supporter2;17.03.2015 10:52;Account Streckeisen Beat
1383;benutzer190;Personenverwaltung;2;supporter2;17.03.2015 10:54;Account Ruprecht Christine
1384;benutzer172;Personalcomputer;2;supporter2;18.03.2015 14:52;Zimmer 405
1385;benutzer172;Personalcomputer;2;supporter2;18.03.2015 14:53;Zimmer 405
1386;benutzer172;PC-Programm;2;supporter2;18.03.2015 14:54;Zimmer 405
1387;benutzer172;andere HW;2;supporter2;18.03.2015 14:55;Zimmer 405
1388;benutzer73;Personalcomputer;3;supporter11;19.03.2015 16:38;PC kann nicht starten
1389;benutzer79;andere HW;3;supporter11;20.03.2015 07:19;Dok.-Kamera verursacht Streifen im Bild
1390;benutzer186;Windows;2;supporter2;20.03.2015 07:49;PC-Zimmer 502
1391;benutzer180;PC-Programm;2;supporter2;23.03.2015 07:58;Pavillon PC-aum
1392;benutzer79;andere HW;3;supporter11;23.03.2015 16:20;Dok Kamera verursacht Streifen im Bild
1393;benutzer60;Windows;1;supporter2;24.03.2015 09:32;"\keine Originalkopie von Win7\"""""
1394;benutzer60;Personalcomputer;2;supporter10;24.03.2015 09:35;Drucker nicht installiert
1395;benutzer215;Lokales Netzwerk;1;supporter10;25.03.2015 13:38;Zugriff auf den Ordner erweiterte Schulleitung
1396;benutzer190;Personenverwaltung;3;supporter2;27.03.2015 14:08;Account Rauber Michael
1397;benutzer190;Personenverwaltung;3;supporter2;27.03.2015 14:09;Account Mimma Proto
1398;benutzer172;Drucker;2;supporter2;02.04.2015 13:19;Drucker 308_P1
1399;benutzer111;Personalcomputer;3;supporter2;21.04.2015 09:11;PC20405
1400;supporter14;Lokales Netzwerk;3;supporter10;22.04.2015 14:42;Zugriffsrechte
1401;benutzer31;Lokales Netzwerk;1;supporter2;23.04.2015 10:55;Kein Netz im Zimmer 311 BBZ GR
1402;benutzer186;Lokales Netzwerk;1;supporter2;23.04.2015 13:01;Zimmer 502, KBS SO
1403;benutzer172;Personalcomputer;1;supporter11;23.04.2015 15:02;Zimmer 401
1404;benutzer60;Personalcomputer;1;supporter10;24.04.2015 08:36;Originalkopie... 
1405;benutzer60;Personalcomputer;2;supporter10;24.04.2015 08:53;Rapid-Recovery
1406;benutzer153;Drucker;2;supporter2;26.04.2015 12:23;Drucker Rosengarten 408
1407;supporter14;Lokales Netzwerk;3;supporter10;27.04.2015 07:35;Lange Anmeldezeiten an der Domäne
1408;benutzer148;Lokales Netzwerk;1;supporter2;27.04.2015 07:47;Kein Netzwerk im Pavillon
1409;benutzer74;Drucker;2;supporter2;28.04.2015 10:36;Drucker Kopierer Grenchen
1410;benutzer40;PC-Programm;2;supporter2;30.04.2015 13:39;Zimmer KBS 402
1411;supporter2;Personalcomputer;1;supporter2;01.05.2015 11:35;Werkstatt PC
1412;supporter11;Mail;2;supporter11;05.05.2015 16:57;Mail Ursula Rohn geht nicht
1413;supporter10;Helpdesktool;3;supporter5;06.05.2015 13:17;Zeitsynchronisation
1414;benutzer141;Personalcomputer;1;supporter11;07.05.2015 08:13;Aktualisierung
1415;benutzer51;Personalcomputer;2;supporter10;07.05.2015 12:57;PC Raum 307 in Grenchen
1416;benutzer160;Personalcomputer;2;supporter10;07.05.2015 15:16;Profil Peter Walter
1417;benutzer154;Personalcomputer;2;supporter11;13.05.2015 13:37;Zi. 401, Roboter Nr. 3
1418;benutzer131;Notenool;3;supporter5;15.05.2015 09:42;Gewichtung 25% einfügen?
1419;supporter2;Notebook;1;supporter11;15.05.2015 11:30;P19 _ Notebook defekt
1420;benutzer106;Lokales Netzwerk;2;supporter2;15.05.2015 13:11;Kein Zugriff auf Laufwerk x
1421;benutzer56;Notebook;2;supporter11;20.05.2015 07:46;startet nicht mehr
1423;benutzer137;Drucker;3;supporter2;20.05.2015 10:58;Toner für den Drucker: Laser Jet Pro 200 Color M251n
1424;benutzer91;Personalcomputer;3;supporter11;21.05.2015 09:43;Schüler-Kennwort ändern
1425;benutzer226;andere HW;1;supporter11;26.05.2015 07:59;Bezeichnungen Slots USB-Ports
1426;benutzer60;Personalcomputer;2;supporter11;26.05.2015 09:56;3 PC bleiben hängen
1427;benutzer190;Personenverwaltung;2;supporter10;28.05.2015 10:29;Account Obrist Thomas
1428;benutzer190;Personenverwaltung;2;supporter10;28.05.2015 10:32;Account Liniger Simeon
1429;benutzer116;Beamer;3;supporter10;28.05.2015 13:41;Kein Signal
1430;benutzer186;Windows;3;supporter2;28.05.2015 15:16;Zi 502 - fehlende Ordner im Laufwerk P
1432;benutzer190;Personenverwaltung;2;supporter2;29.05.2015 10:35;Account Zaugg Daniel
1433;benutzer190;Personenverwaltung;2;supporter2;29.05.2015 10:49;Account Käch Beat
1434;benutzer153;Personalcomputer;2;supporter2;31.05.2015 10:36;Malware eingefangen
1435;benutzer128;Personalcomputer;3;supporter2;01.06.2015 06:54;"Status \sehr hoch\""! :-)"""
1436;benutzer186;PC-Programm;3;supporter2;01.06.2015 08:13;PC - Zi 502
1437;benutzer186;Lokales Netzwerk;3;supporter2;01.06.2015 09:33;PC-Zi 502
1438;benutzer226;PC-Programm;1;supporter10;01.06.2015 12:37;Drucken aus Word
1439;benutzer190;Personenverwaltung;2;supporter10;05.06.2015 11:17;Account Schumacher Beat
1440;benutzer190;Personenverwaltung;2;supporter10;08.06.2015 10:43;Account Frey Stefan
